lab,compound,sample_type,RT,sample,peak_area,note,c_real_M,rf,rf_error,slope,intercept,residuals,abs_residuals,peak_area_norm1,c_real_M_norm1,rf_norm1,rf_error_norm1,residuals_norm1,abs_residuals_norm1,peak_area_norm2,c_real_M_norm2,rf_norm2,rf_error_norm2,residuals_norm2,abs_residuals_norm2
L1,Aspartame,cal,2.68,cal5,6676281.333,linear,7.22e-08,92469270540166.2,20195629964973.902,94324257345443.0,-5739938.101149105,5606008.05380812,5606008.05380812,0.0407694766732035,0.0419767441860465,0.9712396104973704,0.6530634488806001,0.772276157855769,0.2932749131484976,0.0389275795118482,0.0377304500674488,0.9491590950655392,0.4515778463158858,0.9373228634046166,0.2384203498635476
L1,Aspartame,cal,2.68,cal6,313840.3333,non-linear,7.59e-09,41349187523056.65,30924453052135.65,94324257345443.0,-5739938.101149105,5337857.321197192,5337857.321197192,0.0019165019431311,0.0044127906976744,0.4343061056898014,1.0,0.7353360722334686,0.2792467701165312,0.0,0.0,0.0,1.0,0.92715572951739,0.2233033709121637
L1,Atrazine,cal,4.92,cal1,1488899804.0,linear,1.93e-06,771450675647668.4,72027346536866.12,760200104413102.5,-26600776.005905986,48314378.4886179,48314378.4886179,1.0,1.0,0.9468402250097104,0.5829649289034083,1.0,0.3828124449553848,0.9999999999999998,1.0,0.8186947695427262,0.4157754352357051,1.0,0.3690166786847976
L1,Atrazine,cal,4.92,cal2,477396103.7,non-linear,8.29e-07,575869847647768.4,123553481463033.88,760200104413102.5,-26600776.005905986,-126209006.85255603,126209006.85255603,0.3206368235239555,0.4295336787564767,0.7067940353611754,1.0,-2.612245273573971,1.0,0.3181201740075811,0.4269415542844056,0.0,1.0,0.0,1.0
L1,Atrazine,cal,4.92,cal3,314155779.3,linear,4.24e-07,740933441745283.1,41510112634480.88,760200104413102.5,-26600776.005905986,18431711.03475052,18431711.03475052,0.2109986034359099,0.2196891191709844,0.9093848885547262,0.3359687816397172,0.3814953562756217,0.1460411700749963,0.2080758074236481,0.216143488421721,0.6909506545786179,0.0697584533685726,0.8287755684119349,0.1269529426373938
L1,Atrazine,cal,4.92,cal4,164688273.0,linear,2.48e-07,664065616935483.9,35357712175318.375,760200104413102.5,-26600776.005905986,2759423.111456573,2759423.111456573,0.1106107157496811,0.1284974093264248,0.8150411400346879,0.2861733377047501,0.0571139109676563,0.0218639158984926,0.1073160403984391,0.1245374153554679,0.3691845246287975,0.0,0.7389750646418736,0.0
L1,Atrazine,cal,4.92,cal5,69336357.67,linear,8.51e-08,814763309870740.4,115339980759938.12,760200104413102.5,-26600776.005905986,31244104.790350966,31244104.790350966,0.0465688540516457,0.0440932642487046,1.0,0.93352270930906,0.6466833635811249,0.2475584395244624,0.0430369404663474,0.0397497488640326,1.0,0.9068719421642396,0.9021891899191824,0.2307393902488399
L1,Atrazine,cal,4.92,cal6,5495160.333,linear,8.73e-09,629457082817869.4,69966246292932.88,760200104413102.5,-26600776.005905986,25459389.4273796,25459389.4273796,0.0036907522710641,0.0045233160621761,0.7725643449969916,0.5662830821474356,0.5269526427495581,0.2017240295466597,0.0,0.0,0.2243143645349539,0.3924058307685175,0.8690434005932253,0.1838804605735226
L1,Avermectin_B1a_H,cal,8.05,cal1,804421.3333,non-linear,1.35e-07,5958676542962.963,2638114331391.4785,7400417927214.419,-215454.5780347719,20819.49116082536,20819.49116082536,1.0,1.0,1.0,1.0,0.5149727604077476,0.4650312164732469,1.0000000000000002,1.0000000000000002,1.0,1.0,0.769845008213027,0.1534604654357576
L1,Avermectin_B1a_H,cal,8.05,cal2,259284.6667,non-linear,7.02e-08,3693513770655.271,372951559083.7861,7400417927214.419,-215454.5780347719,-44770.09375568037,44770.09375568037,0.3223244535750056,0.52,0.6198547184134724,0.1413705064431654,-1.107393960158745,1.0,0.2961037597731609,0.3960857409133272,0.5355318263127278,0.0,0.0,1.0
L1,Avermectin_B1a_H,cal,8.05,cal3,121807.6667,non-linear,4.78e-08,2548277546025.105,772284665546.3794,7400417927214.419,-215454.5780347719,-16477.732186077337,16477.732186077337,0.1514227204794594,0.354074074074074,0.4276583109775529,0.2927411660506148,-0.4075788002489988,0.3680522153024677,0.1185894787742075,0.1873252562907735,0.300702884129219,0.1762933380967419,0.3320760964205435,0.0
L1,Avermectin_B1a_H,cal,8.05,cal4,29965.33333,non-linear,2.77e-08,1081780986642.5994,2238781224928.885,7400417927214.419,-215454.5780347719,40428.3347809325,40428.3347809325,0.0372507939428612,0.2051851851851851,0.1815471906962551,0.8486293403925504,1.0,0.9030209988292242,0.0,0.0,0.0,0.8237066619032579,1.0,0.8465395345642479
L1,Avermectin_B1a_NH4,cal,8.05,cal1,43714501.0,non-linear,1.35e-07,323811118518518.5,175458289314606.38,338422114178926.5,-4966025.7209586,2993541.306803517,2993541.306803517,1.0,1.0,1.0,1.0,0.7938714669347156,0.7938714669347156,1.0,1.0,1.0,1.0,0.8930984915230737,0.6068074692904503
L1,Avermectin_B1a_NH4,cal,8.05,cal2,15682877.67,non-linear,7.02e-08,223402815811965.75,75049986608053.66,338422114178926.5,-4966025.7209586,-3108329.024402039,3108329.024402039,0.3587568726908263,0.52,0.6899170628669736,0.4277369105855403,-0.824312568097716,0.824312568097716,0.3573225700485582,0.5060222594907761,0.6633663834685601,0.3821207406519312,0.0538827276217289,0.6648742173814325
L1,Avermectin_B1a_NH4,cal,8.05,cal3,7710445.333,non-linear,4.78e-08,161306387719665.28,12953558515753.156,338422114178926.5,-4966025.7209586,-3500106.003794086,3500106.003794086,0.176381867723939,0.354074074074074,0.4981496264169826,0.073826996526375,-0.9282097699283204,0.9282097699283204,0.174539637198521,0.3352645220307974,0.4551789667019641,0.0,0.0,0.8630593163287857
L1,Avermectin_B1a_NH4,cal,8.05,cal4,2458357.0,non-linear,2.77e-08,88749350180505.42,59603479023406.7,338422114178926.5,-4966025.7209586,-1949909.8417976648,1949909.8417976648,0.0562366478802994,0.2051851851851851,0.2740775257704127,0.3397016992257025,-0.5171058715576139,0.5171058715576139,0.0541256821451947,0.1820399451135843,0.2119208167957927,0.2870680765927754,0.2132049659648747,0.0788739355802384
L1,Avermectin_B1a_NH4,cal,8.05,cal5,787503.0,non-linear,1.17e-08,67307948717948.71,81044880485963.4,338422114178926.5,-4966025.7209586,1793989.9850651594,1793989.9850651594,0.0180146857904199,0.0866666666666666,0.2078617591202305,0.4619039704681348,0.4757567426489313,0.4757567426489313,0.0158182269577935,0.060070132642171,0.1400353618754207,0.4190113213041966,0.7281191779406051,0.0
L1,Avermectin_B1a_NH4,cal,8.05,cal6,97560.33333,non-linear,3.82e-09,25539354274869.11,122813474929043.02,338422114178926.5,-4966025.7209586,3770813.5781251006,3770813.5781251006,0.0022317613400184,0.0282962962962962,0.0788711468331144,0.6999582374180777,1.0,1.0,0.0,0.0,0.0,0.676041342754959,1.0,1.0
L1,Butocarboxim_H,cal,3.73,cal1,6339793.333,non-linear,1.98e-06,3201915824747.4746,1024159469912.0748,3217132043640.6274,-528839.1223141307,498711.0089056883,498711.0089056883,1.0,1.0,1.0,1.0,1.0,0.4640061680756304,1.0,1.0,1.0,1.0,1.0,0.4544092210070349
L1,Butocarboxim_H,cal,3.73,cal2,1613499.0,non-linear,1e-06,1613499000000.0,564257354835.3999,3217132043640.6274,-528839.1223141307,-1074793.9213264966,1074793.9213264966,0.2545034065387254,0.505050505050505,0.5039167449466764,0.5509467728534914,-2.15514376489281,1.0,0.2328404043907561,0.4815637729460931,0.0,0.5412974344304206,0.0,1.0
L1,Butocarboxim_H,cal,3.73,cal3,1101849.667,linear,5.01e-07,2199300732534.9297,21544377699.529785,3217132043640.6274,-528839.1223141307,18905.635450175963,18905.635450175963,0.1737989882516569,0.253030303030303,0.6868702529706201,0.0210361553375856,0.0379089996261767,0.0175900096521227,0.1497908379138264,0.2175845103951754,0.3687959755954235,0.0,0.6950722147500913,0.0
L1,Butocarboxim_H,cal,3.73,cal4,548455.6667,linear,2.92e-07,1878272831164.3835,299483523671.0166,3217132043640.6274,-528839.1223141307,137892.23227106733,137892.23227106733,0.0865100229443078,0.1474747474747474,0.5866090596908546,0.2924188395160058,0.2764972695783105,0.1282964385404064,0.059965387450767,0.1070200497275564,0.1666903970288007,0.2772142052620991,0.7706910415708842,0.1126886228519336
L1,Butocarboxim_H,cal,3.73,cal5,179022.6667,linear,8.97e-08,1995793385730.212,181962969105.18823,3217132043640.6274,-528839.1223141307,419285.0446995664,419285.0446995664,0.0282379341560154,0.0453030303030303,0.6233122589622149,0.1776705429680887,0.8407374956883251,0.3901073837318415,0.0,0.0,0.2406763638952191,0.1600001761908958,0.94952290095818,0.3791872820305992
L1,Butocarboxim_NH4,cal,3.73,cal1,2909203.333,non-linear,1.98e-06,1469294612626.2627,527433792079.1736,1486150933548.86,-266068.1756038364,232692.66017709344,232692.66017709344,1.0,1.0,1.0,1.0,1.0,0.4716458614483772,1.0,1.0,1.0,1.0,1.0,0.4565829836669968
L1,Butocarboxim_NH4,cal,3.73,cal2,726719.6667,linear,1e-06,726719666700.0,215141153847.0891,1486150933548.86,-266068.1756038364,-493363.09124502353,493363.09124502353,0.2498002317186262,0.505050505050505,0.49460445880288,0.4079017254449902,-2.120234866323432,1.0,0.2318290876245629,0.4815637729460931,0.0,0.3916615108598812,0.0,1.0
L1,Butocarboxim_NH4,cal,3.73,cal3,464818.0,linear,5.01e-07,927780439121.7563,14080381425.332764,1486150933548.86,-266068.1756038364,-13675.442104142508,13675.442104142508,0.1597750128797889,0.253030303030303,0.631446158686591,0.0266960168968831,-0.0587704059669722,0.0277188187499634,0.1396473016308748,0.2175845103951754,0.270761589149712,0.0,0.660676054423262,0.0
L1,Butocarboxim_NH4,cal,3.73,cal4,241413.3333,linear,2.92e-07,826757990753.4246,115102829793.66457,1486150933548.86,-266068.1756038364,73525.43630756927,73525.43630756927,0.082982626398634,0.1474747474747474,0.5626904118811487,0.218231807522083,0.3159766030076405,0.1490290571230705,0.0610153424103929,0.1070200497275564,0.134718151483875,0.1967892805848176,0.7807782342364685,0.1247686787654798
L1,Butocarboxim_NH4,cal,3.73,cal5,68060.0,linear,8.97e-08,758751393534.0022,183109427013.0869,1486150933548.86,-266068.1756038364,200820.4368645037,200820.4368645037,0.023394720894196,0.0453030303030303,0.5164052103735591,0.3471704501360432,0.8630286692827652,0.4070439001785164,0.0,0.0,0.0431360188082389,0.3292644834529639,0.9561022369836448,0.3901392814585433
L1,Caffeine,cal,2.28,cal1,177261888.7,linear,3.06e-06,57928721797385.62,3849153226557.1406,56959091659845.88,-3917629.762912192,6884697.983783811,6884697.983783811,1.0,1.0,0.9055780762135732,0.2467543081252327,1.0,0.3624306661759094,1.0000000000000002,1.0,0.763026751667961,0.1749783358965679,1.0,0.3371606006063091
L1,Caffeine,cal,2.28,cal2,47715740.33,non-linear,1.24e-06,38480435750000.0,15599132820828.477,56959091659845.88,-3917629.762912192,-18995903.565296687,18995903.565296687,0.2691821726595425,0.4052287581699346,0.6015502827807551,1.0,-2.759148420168838,1.0,0.2662961484456342,0.4031025548522515,0.0,1.0,0.0,1.0
L1,Caffeine,cal,2.28,cal3,32097835.33,linear,5.79e-07,55436675872193.44,1357107301364.961,56959091659845.88,-3917629.762912192,3036151.0218614303,3036151.0218614303,0.1810757832120515,0.1892156862745098,0.8666208528406029,0.0869988939098529,0.4409998853998778,0.1598318822489774,0.1778418238988165,0.18631727394969,0.6652547576385757,0.0,0.8512960776964972,0.1265318122821339
L1,Caffeine,cal,2.28,cal4,15830906.0,linear,3.34e-07,47397922155688.63,6681646415139.852,56959091659845.88,-3917629.762912192,724199.1485236697,724199.1485236697,0.0893080070177544,0.1091503267973856,0.7409540178082498,0.4283344780690819,0.1051896757460451,0.038123964255467,0.0857116536656149,0.1059656947951854,0.3498653129945337,0.3738610850330411,0.7619646195789829,0.0
L1,Caffeine,cal,2.28,cal5,6249017.667,linear,1.02e-07,61264879088235.3,7185310517406.82,56959091659845.88,-3917629.762912192,4356820.0806079125,4356820.0806079125,0.0352530242841759,0.0333333333333333,0.957730977359234,0.4606224333068539,0.6328266092238103,0.2293557695548274,0.0314432059846649,0.0298776688203076,0.8939162940414194,0.4092257248153985,0.9023253807148964,0.1988112794091381
L1,Caffeine,cal,2.28,cal6,697259.6667,linear,1.09e-08,63968776761467.88,9889208190639.406,56959091659845.88,-3917629.762912192,3994035.3305198713,3994035.3305198713,0.0039335001551295,0.0035620915032679,1.0,0.6339588427271424,0.5801322497991059,0.210257717764819,0.0,0.0,0.9999999999999998,0.5990791743501834,0.8883077486517449,0.1789562761859569
L1,Carbamazepine,cal,4.42,cal1,2723582613.0,non-linear,1.67e-06,1630887792215568.8,64145232394248.5,1584682126824220.0,-15035443.55571711,92198904.75926924,92198904.75926924,1.0,1.0,0.7729866593619042,0.1469512093666016,1.0,0.3769608652073259,1.0,1.0,0.4373901273261562,0.0604585299351268,1.0,0.334126769378047
L1,Carbamazepine,cal,4.42,cal2,1001786711.0,non-linear,7.96e-07,1258526018844221.2,436507005765596.0,1584682126824220.0,-15035443.55571711,-244584818.39636183,244584818.39636183,0.3678194691867788,0.4766467065868263,0.5964995431750985,1.0,-2.6527952694771293,1.0,0.3640556914096061,0.4742414398806516,0.0,1.0000000000000002,0.0,1.0
L1,Carbamazepine,cal,4.42,cal3,728791206.7,linear,4.2e-07,1735217158809524.0,40184134199706.75,1584682126824220.0,-15035443.55571711,78260156.98954475,78260156.98954475,0.2675854968457313,0.2514970059880239,0.8224353148376118,0.092058394639571,0.8488187272276339,0.31997144181991,0.2632249616879893,0.2480569792343415,0.5599393206153369,0.0,0.9586121691419058,0.2732193089263234
L1,Carbamazepine,cal,4.42,cal4,411130807.0,linear,2.59e-07,1587377633204633.2,107655391405184.0,1584682126824220.0,-15035443.55571711,15733579.708244145,15733579.708244145,0.1509522072279435,0.1550898203592814,0.7523642887594008,0.2466292407297464,0.1706482278647932,0.0643277036220093,0.1458972789939434,0.1512067181597247,0.3862814600280355,0.1702431579053091,0.7729542142519468,0.0
L1,Carbamazepine,cal,4.42,cal5,170416680.7,linear,9.22e-08,1848337100867678.8,153304076257861.5,1584682126824220.0,-15035443.55571711,39344432.162524015,39344432.162524015,0.0625707771398524,0.0552095808383233,0.8760504111894934,0.3512064508311367,0.4267342683218643,0.1608621190002251,0.0569896573414705,0.0508674414687552,0.6928142540758158,0.2854237041915164,0.843061083530095,0.1031711804997356
L1,Carbamazepine,cal,4.42,cal6,16119272.67,linear,7.64e-09,2109852443717277.5,414819419107460.5,1584682126824220.0,-15035443.55571711,19047744.77678007,19047744.77678007,0.005918407832779,0.0045748502994011,1.0,0.9503156046256408,0.2065940460628421,0.0778778703505311,0.0,0.0,1.0,0.94527798364892,0.7827948473962167,0.0144817440689168
L1,Cefoperazone,cal,3.11,cal1,7059989.667,non-linear,5.41e-07,13049888478743.07,3774428156428.4727,13423165559575.168,-499864.5479245191,297921.64719435293,297921.64719435293,1.0,1.0,1.0,1.0,0.7486754091922663,0.3771578449922696,1.0000000000000002,1.0,1.0,1.0,0.91580543503197,0.3684010931532887
L1,Cefoperazone,cal,3.11,cal2,1730435.333,linear,2.25e-07,7690823702222.223,1584636620092.375,13423165559575.168,-499864.5479245191,-789912.3699798933,789912.3699798933,0.2451045135502745,0.4158964879852125,0.5893401859142157,0.4198348874102897,-1.9850453043277183,1.0,0.2200334500796481,0.388189738625363,0.0892663129864121,0.4178574830429733,0.0,1.0
L1,Cefoperazone,cal,3.11,cal3,1068174.333,linear,1.16e-07,9208399422413.793,67060899900.80469,13423165559575.168,-499864.5479245191,10951.676013799615,10951.676013799615,0.1512997020368018,0.2144177449168207,0.7056305069130154,0.0177671681964826,0.0275214996902312,0.0138644189279861,0.1231132584565858,0.1771539206195547,0.3471671573702426,0.0144193772845817,0.6742165022085698,0.0
L1,Cefoperazone,cal,3.11,cal4,477225.6667,linear,6.66e-08,7165550551051.051,2109909771263.5469,13423165559575.168,-499864.5479245191,83107.38835681282,83107.38835681282,0.0675958024316468,0.1231053604436229,0.5490890257585724,0.5590011741699265,0.2088483954452196,0.1052108961895713,0.0366294431976635,0.0815101645692158,0.0,0.5574980968816605,0.7349616089887251,0.0926307487681194
L1,Cefoperazone,cal,3.11,cal5,226934.6667,linear,2.45e-08,9262639457142.855,12820865171.740234,13423165559575.168,-499864.5479245191,397931.6584149274,397931.6584149274,0.032143767541296,0.0452865064695009,0.709786866932292,0.0033967702232997,1.0,0.5037668398901722,0.0,0.0,0.3563848527839963,0.0,1.0000000000000002,0.4967901274078562
L1,Chlorothiazide,cal,1.99,cal1,2077543.0,non-linear,1.53e-06,1357871241830.0654,403758090852.8428,1391729927327.2437,-150379.87656511832,98576.08775443536,98576.08775443536,1.0,1.0,1.0,1.0,0.8956128612839785,0.3919606217417982,1.0,1.0,1.0,1.0000000000000002,0.9682226697486592,0.375800571947628
L1,Chlorothiazide,cal,1.99,cal2,516667.0,linear,6.6e-07,782828787878.7878,171284363098.4348,1391729927327.2437,-150379.87656511832,-251494.8754708625,251494.8754708625,0.2486913628261846,0.4313725490196078,0.5765117956425188,0.4242252154913785,-2.2849562216327906,1.0,0.227987741786146,0.4045174537987679,0.0,0.4007374175519791,0.0,1.0
L1,Chlorothiazide,cal,1.99,cal3,324647.6667,linear,3.46e-07,938288054046.2428,15825096930.979858,1391729927327.2437,-150379.87656511832,-6511.011590107984,6511.011590107984,0.1562651972546416,0.2261437908496732,0.6909992826578085,0.0391945010874038,-0.0591557836480214,0.025889241591574,0.1330146118759854,0.189596167008898,0.2703439808648054,0.0,0.6775738511603155,0.0
L1,Chlorothiazide,cal,1.99,cal4,175938.6667,linear,1.99e-07,884113903015.0754,69999247962.14722,1391729927327.2437,-150379.87656511832,49364.287726996816,49364.287726996816,0.0846859327099366,0.1300653594771242,0.651102899729664,0.1733692761779472,0.4484991439968355,0.1962834735084533,0.0594628557424271,0.0889801505817933,0.1761350217541839,0.139648217295173,0.832113179356454,0.1749228518893293
L1,Chlorothiazide,cal,1.99,cal5,55715.0,linear,6.9e-08,807463768115.9421,146649382861.28052,1391729927327.2437,-150379.87656511832,110065.51157953852,110065.51157953852,0.0268177361431267,0.0450980392156862,0.5946541492606369,0.3632110072432694,1.0,0.4376451463413234,0.0,0.0,0.0428402808660133,0.3372342336951395,1.0,0.4226992682254187
L1,Clarithromycin_H,cal,5.16,cal1,528911081.7,non-linear,5.08e-07,1041163546653543.2,463784339178263.1,1021191662297129.6,-41777363.00218801,51923080.25524616,51923080.25524616,1.0,1.0,1.0,1.0,1.0,0.5467676820670864,1.0,1.0,1.0,1.0,1.0,0.5161503671786282
L1,Clarithromycin_H,cal,5.16,cal2,118556856.0,linear,2.5e-07,474227424000000.0,103151783475280.0,1021191662297129.6,-41777363.00218801,-94963696.57209438,94963696.57209438,0.2241527169726533,0.4921259842519684,0.4554783208884315,0.2224132528020354,-1.828930335127788,1.0,0.2226653493670874,0.4893212723421943,0.1643399570338084,0.1522483467849997,0.0,1.0
L1,Clarithromycin_H,cal,5.16,cal3,72225154.67,linear,1.34e-07,538993691567164.2,38385515908115.81,1021191662297129.6,-41777363.00218801,-22837165.07562736,22837165.07562736,0.1365544364051845,0.2637795275590551,0.5176839827898041,0.0827658734146297,-0.439826854712071,0.2404831098617762,0.1348991351770236,0.259713782387522,0.2598050011107595,0.0,0.4910348845168605,0.1891752775021549
L1,Clarithromycin_H,cal,5.16,cal4,33704564.33,linear,7.98e-08,422362961528822.06,155016245946457.94,1021191662297129.6,-41777363.00218801,-6009167.319122925,6009167.319122925,0.0637244434767153,0.1570866141732283,0.4056643770196915,0.3342420880815359,-0.1157321039041357,0.0632785741924114,0.0619295207346751,0.1524316620811148,0.0878920871499399,0.2741679658203388,0.6055993001843447,0.0
L1,Clarithromycin_H,cal,5.16,cal5,15494871.67,linear,2.48e-08,624793212500000.0,47414005024720.0,1021191662297129.6,-41777363.00218801,31946681.4472192,31946681.4472192,0.0292957969800843,0.0488188976377952,0.6000913252372115,0.1022328720903524,0.6152693809799814,0.3364094132852755,0.0274348714890202,0.0435660418439856,0.3862729196015132,0.0212235874260298,0.8640013809309166,0.291581714229912
L1,Clarithromycin_H,cal,5.16,cal6,1012029.0,linear,2.79e-09,362734408602150.5,214644798873129.5,1021191662297129.6,-41777363.00218801,39940267.26437903,39940267.26437903,0.0019134199206928,0.0054921259842519,0.3483933045562665,0.4628116577921516,0.7692199127640077,0.4205845887018229,0.0,0.0,0.0,0.4143389058062371,0.9184214314611012,0.3814431960936115
L1,Clarithromycin_Na,cal,5.16,cal1,1555339.333,non-linear,5.08e-07,3061691600393.7007,1631393967487.9976,3213968816769.3364,-225439.364618464,148082.5386996409,148082.5386996409,1.0,1.0,1.0,1.0,0.8620102869913774,0.4901217803040767,1.0,1.0,1.0,1.0,0.9499813920257713,0.4358209698630548
L1,Clarithromycin_Na,cal,5.16,cal2,275918.6667,linear,2.5e-07,1103674666800.0,326622966105.7031,3213968816769.3364,-225439.364618464,-302134.17287387006,302134.17287387006,0.1774009445050149,0.4921259842519684,0.3604787192341904,0.200210968420236,-1.7587675586597622,1.0,0.1633862844306388,0.4660596026490065,0.151775384197177,0.0567780142046075,0.0,0.9999999999999998
L1,Clarithromycin_Na,cal,5.16,cal3,158417.0,linear,1.34e-07,1182216417910.4478,248081214995.25537,3213968816769.3364,-225439.364618464,-46815.456828627095,46815.456828627095,0.1018536576802433,0.2637795275590551,0.3861317768773404,0.1520670174950126,-0.2725196753840846,0.1549492279649241,0.0865518948097747,0.2259933774834436,0.1858001393037969,0.0,0.5387361753658261,0.0649533426480704
L1,Clarithromycin_Na,cal,5.16,cal4,60115.0,linear,7.98e-08,753320802005.0126,676976830900.6906,3213968816769.3364,-225439.364618464,29079.65304027099,29079.65304027099,0.0386507296025541,0.1570866141732283,0.2460472511039791,0.4149683303923773,0.1692769470524647,0.0962474809243464,0.0222721753757169,0.1138245033112582,0.0,0.3100496363765615,0.6988789249968166,0.0
L1,Clarithromycin_Na,cal,5.16,cal5,26054.5,linear,2.48e-08,1050584677419.3549,379712955486.34827,3213968816769.3364,-225439.364618464,171787.4379625845,171787.4379625845,0.0167516499114987,0.0488188976377952,0.3431386352839263,0.2327536836923739,1.0,0.5685799667364984,0.0,0.0,0.1287764840994529,0.0951568907710069,1.0,0.5226347654280925
L1,Dichlorvos,cal,4.32,cal1,13337263.33,non-linear,2.18e-06,6118010701834.862,1158397306385.5342,6116858286780.498,-288849.15938493377,291361.42420344986,291361.42420344986,1.0,1.0,1.0,1.0,1.0,0.3957420238196666,1.0,1.0,0.9999999999999998,1.0,1.0,0.300055504366475
L1,Dichlorvos,cal,4.32,cal2,4357745.333,linear,8.8e-07,4951983332954.545,7630062494.783203,6116858286780.498,-288849.15938493377,-736240.7999819061,736240.7999819061,0.3267345950347971,0.4036697247706422,0.809410701336202,0.0065867405360176,-2.526898686038166,1.0,0.3253510786272774,0.401712941869509,0.4890250510658063,0.0,0.0,1.0
L1,Dichlorvos,cal,4.32,cal3,2289686.333,linear,4.38e-07,5227594367579.909,267980972130.58105,6116858286780.498,-288849.15938493377,-100648.4372249241,100648.4372249241,0.1716758735541888,0.2009174311926605,0.8544598272788397,0.231337703094928,-0.3454418768719499,0.1367058674653695,0.1699737216075262,0.198295342105142,0.6098029488252978,0.2262411543411245,0.618519839484442,0.0
L1,Dichlorvos,cal,4.32,cal4,1544098.667,linear,2.72e-07,5676833334558.823,717219939109.4951,6116858286780.498,-288849.15938493377,169162.37238063826,169162.37238063826,0.1157732758808774,0.1247706422018348,0.9278887552217382,0.6191484865821953,0.580592893665006,0.2297650067543059,0.1139562477493794,0.1218986869900178,0.8066678461147385,0.6166232836238754,0.8810833132249336,0.1077954034226028
